log_id,timestamp,user,source_ip,event_type,status,bytes_transferred,label
LOG100536,2026-01-13 09:16:44,user_32,10.0.1.11,FILE_WRITE,FAILED,2263,0
LOG100537,2026-01-13 09:24:23,user_17,10.0.1.17,CONFIG_CHANGE,FAILED,1473,0
LOG100538,2026-01-13 09:37:55,user_28,10.0.1.6,FILE_ACCESS,SUCCESS,2321,0
LOG100539,2026-01-13 09:37:57,user_31,10.0.1.20,DB_QUERY,SUCCESS,2342,0
LOG100540,2026-01-13 09:58:01,svc_deploy,10.0.1.19,FILE_ACCESS,SUCCESS,2028,0
LOG100541,2026-01-13 10:03:47,user_27,10.0.1.28,FILE_WRITE,SUCCESS,1775,0
LOG100542,2026-01-13 10:06:22,user_24,10.0.1.25,PRIVILEGE_CHANGE,SUCCESS,2389,0
LOG100543,2026-01-13 10:11:28,user_3,10.0.1.7,PRIVILEGE_CHANGE,SUCCESS,1760,0
LOG100544,2026-01-13 10:35:55,svc_monitor,10.0.1.3,LOGOUT,SUCCESS,1612,0
LOG100545,2026-01-13 10:53:10,user_8,10.0.1.9,DB_QUERY,SUCCESS,1685,0
LOG100546,2026-01-13 11:07:42,user_18,10.0.1.16,LOGOUT,SUCCESS,1232,0
LOG100547,2026-01-13 11:10:00,user_24,10.0.1.10,CONFIG_CHANGE,SUCCESS,3100,0
LOG100548,2026-01-13 11:14:13,svc_deploy,10.0.1.21,CONFIG_CHANGE,SUCCESS,1850,0
LOG100549,2026-01-13 11:16:16,user_26,10.0.1.6,API_CALL,SUCCESS,2336,0
LOG100550,2026-01-13 11:20:26,user_19,10.0.1.4,PRIVILEGE_CHANGE,SUCCESS,2849,0
LOG100551,2026-01-13 11:40:17,user_22,10.0.1.8,FILE_WRITE,SUCCESS,2859,0
LOG100552,2026-01-13 12:19:14,user_18,10.0.1.26,PRIVILEGE_CHANGE,FAILED,2799,0
LOG100553,2026-01-13 12:28:07,user_5,10.0.1.15,FILE_WRITE,SUCCESS,1216,0
LOG100554,2026-01-13 12:40:00,user_8,10.0.1.19,API_CALL,SUCCESS,600,0
LOG100555,2026-01-13 13:09:24,user_13,10.0.1.11,LOGOUT,FAILED,1154,0
LOG100556,2026-01-13 13:23:52,user_6,10.0.1.24,LOGOUT,SUCCESS,1729,0
LOG100557,2026-01-13 13:27:42,user_25,10.0.1.20,CONFIG_CHANGE,SUCCESS,2721,0
LOG100558,2026-01-13 13:40:39,user_3,10.0.1.22,PRIVILEGE_CHANGE,FAILED,1498,0
LOG100559,2026-01-13 13:52:28,user_27,10.0.1.10,LOGOUT,SUCCESS,2053,0
LOG100560,2026-01-13 14:01:59,user_29,10.0.1.9,LOGOUT,SUCCESS,2133,0
LOG100561,2026-01-13 14:19:36,user_18,10.0.1.7,API_CALL,SUCCESS,2485,0
LOG100562,2026-01-13 14:22:43,user_32,10.0.1.6,API_CALL,SUCCESS,3279,0
LOG100563,2026-01-13 14:31:23,user_35,10.0.1.19,CONFIG_CHANGE,SUCCESS,814,0
LOG100564,2026-01-13 14:35:09,user_37,10.0.1.23,DB_QUERY,SUCCESS,1937,0
LOG100565,2026-01-13 15:18:15,user_40,10.0.1.8,FILE_ACCESS,SUCCESS,1712,0
LOG100566,2026-01-13 15:31:28,svc_monitor,10.0.1.19,FILE_WRITE,SUCCESS,1632,0
LOG100567,2026-01-13 16:27:51,user_22,10.0.1.8,DB_QUERY,SUCCESS,2584,0
LOG100568,2026-01-13 16:47:54,user_17,10.0.1.16,FILE_WRITE,SUCCESS,2600,0
LOG100569,2026-01-13 16:50:35,user_36,10.0.1.22,FILE_ACCESS,FAILED,3084,0
LOG100570,2026-01-13 17:10:29,user_35,10.0.1.2,CONFIG_CHANGE,SUCCESS,1521,0
LOG100571,2026-01-13 17:26:54,user_29,10.0.1.6,API_CALL,SUCCESS,2250,0
LOG100572,2026-01-13 17:37:08,user_12,10.0.1.9,FILE_WRITE,SUCCESS,1974,0
LOG100573,2026-01-13 17:48:07,svc_monitor,10.0.1.25,LOGIN,SUCCESS,2096,0
LOG100574,2026-01-13 17:48:19,user_13,10.0.1.8,FILE_WRITE,SUCCESS,3329,0
LOG100575,2026-01-13 17:51:41,user_12,10.0.1.22,LOGIN,SUCCESS,2322,0
LOG100576,2026-01-13 18:07:38,user_40,10.0.1.12,FILE_ACCESS,FAILED,2659,0
LOG100577,2026-01-13 18:19:27,user_8,10.0.1.5,LOGIN,SUCCESS,468,0
LOG100578,2026-01-13 18:47:50,user_27,10.0.1.11,LOGIN,SUCCESS,2833,0
LOG100579,2026-01-13 19:25:13,user_31,10.0.1.13,FILE_WRITE,SUCCESS,3300,0
LOG100580,2026-01-13 21:36:47,user_15,10.0.1.13,FILE_WRITE,SUCCESS,3564,0
LOG100581,2026-01-13 23:12:00,user_25,10.0.1.5,PRIVILEGE_CHANGE,SUCCESS,2773,1
LOG100582,2026-01-13 23:40:31,user_26,203.0.113.6,API_CALL,SUCCESS,2217,1
LOG100583,2026-01-13 23:54:12,user_40,203.0.113.2,CONFIG_CHANGE,SUCCESS,2077,1
LOG100584,2026-01-14 00:41:31,user_28,203.0.113.11,CONFIG_CHANGE,SUCCESS,531,1
LOG100585,2026-01-14 01:14:52,user_24,203.0.113.5,API_CALL,SUCCESS,2881,1
LOG100586,2026-01-14 02:20:07,user_3,203.0.113.13,API_CALL,SUCCESS,2210,1
LOG100587,2026-01-14 03:13:02,user_3,203.0.113.3,API_CALL,SUCCESS,2080,1
LOG100588,2026-01-14 03:39:16,user_35,203.0.113.1,FILE_ACCESS,SUCCESS,1794,1
LOG100589,2026-01-14 03:53:09,user_3,203.0.113.8,LOGIN,FAILED,2359,1
LOG100590,2026-01-14 04:02:06,user_8,10.0.1.21,FILE_WRITE,FAILED,3145,0
LOG100591,2026-01-14 05:56:58,user_14,10.0.1.27,LOGIN,FAILED,1719,0
LOG100592,2026-01-14 07:38:08,user_19,10.0.1.6,LOGIN,SUCCESS,1468,0
LOG100593,2026-01-14 08:06:32,user_26,10.0.1.2,FILE_WRITE,SUCCESS,2174,0
LOG100594,2026-01-14 08:25:56,user_22,10.0.1.4,API_CALL,SUCCESS,1071,0
LOG100595,2026-01-14 08:49:50,user_17,10.0.1.9,DB_QUERY,SUCCESS,1902,0
LOG100596,2026-01-14 09:19:37,user_4,10.0.1.25,LOGIN,SUCCESS,2743,0
LOG100597,2026-01-14 09:49:37,user_27,10.0.1.23,DB_QUERY,FAILED,1875,0
LOG100598,2026-01-14 10:05:26,user_18,10.0.1.4,DB_QUERY,SUCCESS,2774,0
LOG100599,2026-01-14 10:41:28,user_17,10.0.1.29,PRIVILEGE_CHANGE,FAILED,2527,0
LOG100600,2026-01-14 10:43:18,user_12,10.0.1.26,PRIVILEGE_CHANGE,FAILED,789,0
LOG100601,2026-01-14 11:26:19,user_15,10.0.1.9,PRIVILEGE_CHANGE,FAILED,1159,0
LOG100602,2026-01-14 11:28:43,user_24,10.0.1.27,FILE_ACCESS,SUCCESS,2018,0
LOG100603,2026-01-14 11:57:54,user_4,10.0.1.3,DB_QUERY,SUCCESS,2242,0
LOG100604,2026-01-14 11:58:53,user_30,10.0.1.11,DB_QUERY,SUCCESS,1381,0
LOG100605,2026-01-14 12:01:26,user_2,10.0.1.8,API_CALL,SUCCESS,1395,0
LOG100606,2026-01-14 12:08:34,user_13,10.0.1.27,FILE_ACCESS,SUCCESS,2240,0
LOG100607,2026-01-14 12:34:58,user_31,10.0.1.24,LOGIN,SUCCESS,1737,0
LOG100608,2026-01-14 12:40:36,user_24,10.0.1.11,API_CALL,FAILED,2571,0
LOG100609,2026-01-14 12:44:16,user_40,10.0.1.26,PRIVILEGE_CHANGE,SUCCESS,72,0
LOG100610,2026-01-14 12:44:47,user_14,10.0.1.4,API_CALL,SUCCESS,939,0
LOG100611,2026-01-14 12:45:26,user_8,10.0.1.14,LOGOUT,FAILED,1109,0
LOG100612,2026-01-14 13:38:15,user_33,10.0.1.10,PRIVILEGE_CHANGE,SUCCESS,224,0
LOG100613,2026-01-14 14:05:24,user_13,10.0.1.12,DB_QUERY,FAILED,1907,0
LOG100614,2026-01-14 14:11:59,user_20,10.0.1.9,FILE_ACCESS,SUCCESS,1734,0
LOG100615,2026-01-14 14:48:47,user_30,10.0.1.14,FILE_ACCESS,SUCCESS,3802,0
LOG100616,2026-01-14 15:05:58,user_36,10.0.1.9,FILE_ACCESS,FAILED,2191,0
LOG100617,2026-01-14 15:17:36,user_25,10.0.1.9,PRIVILEGE_CHANGE,SUCCESS,1638,0
LOG100618,2026-01-14 15:35:02,user_9,10.0.1.11,FILE_ACCESS,SUCCESS,952,0
LOG100619,2026-01-14 16:16:08,user_6,10.0.1.24,CONFIG_CHANGE,SUCCESS,1397,0
LOG100620,2026-01-14 17:59:32,user_4,10.0.1.18,FILE_ACCESS,SUCCESS,3767,0
LOG100621,2026-01-14 18:19:35,user_9,10.0.1.7,LOGIN,SUCCESS,3200,0
LOG100622,2026-01-15 01:12:13,svc_deploy,10.0.1.26,FILE_ACCESS,SUCCESS,2162,1
LOG100623,2026-01-15 02:09:34,user_21,10.0.1.17,CONFIG_CHANGE,SUCCESS,1792,1
LOG100624,2026-01-15 02:26:17,user_30,10.0.1.3,PRIVILEGE_CHANGE,SUCCESS,1586,1
LOG100625,2026-01-15 03:25:58,user_24,10.0.1.14,PRIVILEGE_CHANGE,SUCCESS,1240,1
LOG100626,2026-01-15 06:18:23,user_24,10.0.1.16,API_CALL,SUCCESS,1708,0
LOG100627,2026-01-15 06:33:41,user_11,10.0.1.8,FILE_ACCESS,SUCCESS,3885,0
LOG100628,2026-01-15 09:40:09,user_36,10.0.1.18,LOGIN,FAILED,1717,0
LOG100629,2026-01-15 09:41:53,svc_deploy,10.0.1.25,LOGIN,SUCCESS,2177,0
LOG100630,2026-01-15 10:10:09,user_9,10.0.1.12,PRIVILEGE_CHANGE,SUCCESS,1485,0
LOG100631,2026-01-15 10:31:06,user_22,10.0.1.26,LOGOUT,FAILED,2594,0
LOG100632,2026-01-15 11:18:41,svc_backup,10.0.1.11,FILE_WRITE,SUCCESS,3265,0
LOG100633,2026-01-15 11:21:27,user_24,10.0.1.26,LOGOUT,SUCCESS,1403,0
LOG100634,2026-01-15 11:25:32,user_11,10.0.1.3,PRIVILEGE_CHANGE,SUCCESS,949,0
LOG100635,2026-01-15 11:31:03,user_18,10.0.1.3,CONFIG_CHANGE,SUCCESS,2284,0
LOG100636,2026-01-15 11:31:18,user_2,10.0.1.6,PRIVILEGE_CHANGE,SUCCESS,3263,0
LOG100637,2026-01-15 11:36:16,user_39,10.0.1.28,LOGOUT,SUCCESS,2747,0
LOG100638,2026-01-15 12:05:06,user_32,10.0.1.11,LOGIN,SUCCESS,2153,0
LOG100639,2026-01-15 12:16:58,user_20,10.0.1.17,API_CALL,FAILED,763,0
LOG100640,2026-01-15 12:28:58,user_1,10.0.1.24,LOGOUT,SUCCESS,2076,0
LOG100641,2026-01-15 12:44:18,user_5,10.0.1.22,LOGIN,FAILED,2780,0
LOG100642,2026-01-15 12:46:57,user_5,10.0.1.5,DB_QUERY,SUCCESS,1508,0
LOG100643,2026-01-15 13:03:39,user_32,10.0.1.24,FILE_WRITE,SUCCESS,680,0
LOG100644,2026-01-15 13:08:24,user_40,10.0.1.14,FILE_WRITE,SUCCESS,1273,0
LOG100645,2026-01-15 14:25:51,user_26,10.0.1.13,LOGOUT,SUCCESS,1751,0
LOG100646,2026-01-15 14:27:09,user_39,10.0.1.11,CONFIG_CHANGE,SUCCESS,1608,0
LOG100647,2026-01-15 14:27:51,user_18,10.0.1.12,PRIVILEGE_CHANGE,SUCCESS,2035,0
LOG100648,2026-01-15 14:32:54,user_21,10.0.1.4,DB_QUERY,FAILED,1711,0
LOG100649,2026-01-15 14:44:34,user_9,10.0.1.3,PRIVILEGE_CHANGE,SUCCESS,3193,0
LOG100650,2026-01-15 14:54:13,user_19,10.0.1.28,CONFIG_CHANGE,SUCCESS,2213,0
LOG100651,2026-01-15 14:59:44,user_18,10.0.1.14,FILE_ACCESS,SUCCESS,2520,0
LOG100652,2026-01-15 15:16:22,user_37,10.0.1.21,API_CALL,SUCCESS,3028,0
LOG100653,2026-01-15 15:43:26,user_35,10.0.1.8,CONFIG_CHANGE,SUCCESS,2358,0
LOG100654,2026-01-15 15:45:58,user_2,10.0.1.12,LOGOUT,FAILED,2781,0
LOG100655,2026-01-15 16:07:46,user_35,10.0.1.27,FILE_WRITE,SUCCESS,3264,0
LOG100656,2026-01-15 16:14:28,user_4,10.0.1.19,LOGIN,SUCCESS,1478,0
LOG100657,2026-01-15 16:26:02,user_17,10.0.1.28,DB_QUERY,SUCCESS,3048,0
LOG100658,2026-01-15 17:00:29,user_32,10.0.1.7,LOGOUT,FAILED,2581,0
LOG100659,2026-01-15 17:30:30,user_17,10.0.1.10,FILE_WRITE,SUCCESS,2845,0
LOG100660,2026-01-15 18:11:58,user_37,10.0.1.24,FILE_ACCESS,SUCCESS,1201,0
LOG100661,2026-01-15 18:29:12,user_16,10.0.1.23,DB_QUERY,SUCCESS,2305,0
LOG100662,2026-01-15 18:32:40,svc_backup,10.0.1.27,FILE_ACCESS,SUCCESS,3107,0
LOG100663,2026-01-16 00:04:02,user_31,10.0.1.12,LOGOUT,SUCCESS,3403,0
LOG100664,2026-01-16 02:29:28,user_8,10.0.1.13,PRIVILEGE_CHANGE,SUCCESS,2621,1
LOG100665,2026-01-16 03:36:20,user_14,10.0.1.21,FILE_ACCESS,SUCCESS,1475,0
LOG100666,2026-01-16 04:01:34,user_19,10.0.1.7,FILE_ACCESS,SUCCESS,0,1
LOG100667,2026-01-16 05:48:20,svc_monitor,10.0.1.12,LOGIN,SUCCESS,2591,0
LOG100668,2026-01-16 06:52:58,user_26,10.0.1.28,LOGIN,SUCCESS,3054,0
LOG100669,2026-01-16 07:04:15,user_1,10.0.1.26,CONFIG_CHANGE,SUCCESS,1722,0
LOG100670,2026-01-16 07:18:48,user_36,10.0.1.2,LOGIN,SUCCESS,1325,0
LOG100671,2026-01-16 08:01:45,user_3,10.0.1.29,API_CALL,SUCCESS,1825,0
LOG100672,2026-01-16 08:44:01,user_31,10.0.1.4,DB_QUERY,SUCCESS,1766,0
LOG100673,2026-01-16 09:03:35,user_25,10.0.1.18,API_CALL,SUCCESS,1945,0
LOG100674,2026-01-16 09:22:47,svc_monitor,10.0.1.6,LOGOUT,FAILED,1313,0
LOG100675,2026-01-16 09:28:38,user_24,10.0.1.21,CONFIG_CHANGE,FAILED,2204,0
LOG100676,2026-01-16 09:30:13,user_33,10.0.1.17,LOGIN,SUCCESS,2051,0
LOG100677,2026-01-16 10:48:45,user_38,10.0.1.17,PRIVILEGE_CHANGE,SUCCESS,0,0
LOG100678,2026-01-16 11:13:03,user_13,10.0.1.13,FILE_WRITE,SUCCESS,2128,0
LOG100679,2026-01-16 11:36:28,user_18,10.0.1.18,CONFIG_CHANGE,SUCCESS,2307,0
LOG100680,2026-01-16 11:54:14,user_19,10.0.1.12,LOGOUT,SUCCESS,2269,0
LOG100681,2026-01-16 11:56:51,svc_deploy,10.0.1.3,LOGOUT,SUCCESS,1593,0
LOG100682,2026-01-16 11:58:05,user_16,10.0.1.3,FILE_WRITE,SUCCESS,2302,0
LOG100683,2026-01-16 12:00:07,user_35,10.0.1.7,CONFIG_CHANGE,SUCCESS,1823,0
LOG100684,2026-01-16 12:09:23,user_10,10.0.1.17,PRIVILEGE_CHANGE,SUCCESS,0,0
LOG100685,2026-01-16 12:16:06,svc_monitor,10.0.1.28,FILE_ACCESS,SUCCESS,1766,0
LOG100686,2026-01-16 12:23:38,user_34,10.0.1.6,PRIVILEGE_CHANGE,SUCCESS,1723,0
LOG100687,2026-01-16 12:28:17,user_31,10.0.1.26,CONFIG_CHANGE,SUCCESS,1228,0
LOG100688,2026-01-16 12:34:18,user_12,10.0.1.8,FILE_ACCESS,SUCCESS,2215,0
LOG100689,2026-01-16 12:40:28,user_29,10.0.1.14,PRIVILEGE_CHANGE,SUCCESS,3369,0
LOG100690,2026-01-16 12:40:52,user_26,10.0.1.22,CONFIG_CHANGE,SUCCESS,3182,0
LOG100691,2026-01-16 12:54:21,user_30,10.0.1.29,PRIVILEGE_CHANGE,SUCCESS,1397,0
LOG100692,2026-01-16 12:55:32,user_29,10.0.1.29,CONFIG_CHANGE,SUCCESS,2823,0
LOG100693,2026-01-16 13:04:30,user_5,10.0.1.29,PRIVILEGE_CHANGE,FAILED,1612,0
LOG100694,2026-01-16 13:57:11,user_27,10.0.1.18,LOGOUT,SUCCESS,3238,0
LOG100695,2026-01-16 14:39:38,user_6,10.0.1.14,PRIVILEGE_CHANGE,FAILED,3422,0
LOG100696,2026-01-16 14:41:24,user_12,10.0.1.12,DB_QUERY,SUCCESS,2349,0
LOG100697,2026-01-16 14:48:50,user_13,10.0.1.28,DB_QUERY,SUCCESS,1758,0
LOG100698,2026-01-16 14:56:11,user_11,10.0.1.14,LOGOUT,SUCCESS,1909,0
LOG100699,2026-01-16 15:00:16,user_3,10.0.1.15,FILE_WRITE,SUCCESS,2070,0
LOG100700,2026-01-16 15:02:00,user_4,10.0.1.4,DB_QUERY,SUCCESS,2615,0
LOG100701,2026-01-16 15:24:52,svc_deploy,10.0.1.4,FILE_ACCESS,SUCCESS,2405,0
LOG100702,2026-01-16 16:20:36,user_38,10.0.1.23,CONFIG_CHANGE,SUCCESS,1201,0
LOG100703,2026-01-16 17:18:20,user_22,10.0.1.2,LOGIN,SUCCESS,2614,0
LOG100704,2026-01-16 17:45:13,user_8,10.0.1.24,API_CALL,FAILED,1948,0
LOG100705,2026-01-16 18:20:20,user_18,10.0.1.26,DB_QUERY,SUCCESS,2501,0
LOG100706,2026-01-16 19:12:08,user_4,10.0.1.20,PRIVILEGE_CHANGE,SUCCESS,2911,0
LOG100707,2026-01-16 19:42:42,user_31,10.0.1.7,PRIVILEGE_CHANGE,SUCCESS,1211,0
LOG100708,2026-01-16 19:44:49,user_5,10.0.1.8,DB_QUERY,SUCCESS,1630,0
LOG100709,2026-01-16 23:10:08,user_14,10.0.1.10,PRIVILEGE_CHANGE,SUCCESS,2471,1
LOG100710,2026-01-16 23:19:46,user_18,203.0.113.13,API_CALL,SUCCESS,3039,1
LOG100711,2026-01-16 23:52:20,user_17,203.0.113.4,API_CALL,SUCCESS,1113,1
LOG100712,2026-01-17 01:36:47,user_7,10.0.1.2,LOGIN,FAILED,1274,1
LOG100713,2026-01-17 02:10:19,user_10,203.0.113.1,CONFIG_CHANGE,SUCCESS,1282,1
LOG100714,2026-01-17 02:22:45,user_30,10.0.1.22,CONFIG_CHANGE,SUCCESS,2034,1
LOG100715,2026-01-17 02:37:25,user_24,203.0.113.11,CONFIG_CHANGE,SUCCESS,1395,1
LOG100716,2026-01-17 04:15:17,user_33,10.0.1.4,API_CALL,SUCCESS,1823,0
LOG100717,2026-01-17 04:28:52,user_37,10.0.1.24,PRIVILEGE_CHANGE,SUCCESS,1064,1
LOG100718,2026-01-17 04:49:41,user_26,10.0.1.22,PRIVILEGE_CHANGE,SUCCESS,1923,1
LOG100719,2026-01-17 04:50:44,user_4,203.0.113.13,API_CALL,SUCCESS,3384,1
LOG100720,2026-01-17 07:18:07,user_28,10.0.1.19,FILE_ACCESS,SUCCESS,1662,0
LOG100721,2026-01-17 08:35:36,user_26,10.0.1.24,CONFIG_CHANGE,SUCCESS,1197,0
LOG100722,2026-01-17 09:33:59,user_24,10.0.1.24,DB_QUERY,SUCCESS,2123,0
LOG100723,2026-01-17 09:54:21,user_5,10.0.1.7,API_CALL,SUCCESS,1557,0
LOG100724,2026-01-17 10:01:32,svc_deploy,10.0.1.17,FILE_WRITE,SUCCESS,0,0
LOG100725,2026-01-17 10:13:11,user_28,10.0.1.23,FILE_ACCESS,SUCCESS,2740,0
LOG100726,2026-01-17 10:34:45,svc_deploy,10.0.1.20,LOGOUT,SUCCESS,1890,0
LOG100727,2026-01-17 10:35:20,user_8,10.0.1.28,DB_QUERY,SUCCESS,1146,0
LOG100728,2026-01-17 10:48:38,user_32,10.0.1.11,API_CALL,FAILED,2306,0
LOG100729,2026-01-17 10:50:10,user_12,10.0.1.15,DB_QUERY,SUCCESS,2466,0
LOG100730,2026-01-17 12:15:32,user_29,10.0.1.23,LOGOUT,SUCCESS,2490,0
LOG100731,2026-01-17 12:39:18,user_18,10.0.1.10,FILE_ACCESS,SUCCESS,1565,0
LOG100732,2026-01-17 12:39:50,user_8,10.0.1.4,DB_QUERY,SUCCESS,1417,0
LOG100733,2026-01-17 12:41:16,user_29,10.0.1.7,LOGIN,SUCCESS,1944,0
LOG100734,2026-01-17 13:15:55,user_20,10.0.1.12,DB_QUERY,SUCCESS,1642,0
LOG100735,2026-01-17 13:22:18,user_12,10.0.1.18,FILE_ACCESS,FAILED,3191,0
LOG100736,2026-01-17 13:28:33,user_18,10.0.1.14,PRIVILEGE_CHANGE,FAILED,660,0
LOG100737,2026-01-17 13:40:02,user_29,10.0.1.28,CONFIG_CHANGE,SUCCESS,1047,0
LOG100738,2026-01-17 13:55:17,svc_deploy,10.0.1.17,API_CALL,SUCCESS,1982,0
LOG100739,2026-01-17 14:19:23,user_12,10.0.1.12,FILE_WRITE,SUCCESS,2740,0
LOG100740,2026-01-17 14:34:02,user_16,10.0.1.13,PRIVILEGE_CHANGE,SUCCESS,2872,0
LOG100741,2026-01-17 14:38:29,user_37,10.0.1.29,FILE_WRITE,SUCCESS,1919,0
LOG100742,2026-01-17 14:48:08,user_17,10.0.1.21,CONFIG_CHANGE,FAILED,2532,0
LOG100743,2026-01-17 15:45:30,user_16,10.0.1.23,API_CALL,FAILED,0,0
LOG100744,2026-01-17 15:53:33,user_24,10.0.1.28,PRIVILEGE_CHANGE,SUCCESS,3200,0
LOG100745,2026-01-17 16:30:46,user_31,10.0.1.23,DB_QUERY,SUCCESS,3017,0
LOG100746,2026-01-17 16:32:41,user_35,10.0.1.4,FILE_WRITE,SUCCESS,1937,0
LOG100747,2026-01-17 17:38:27,user_6,10.0.1.19,DB_QUERY,SUCCESS,550,0
LOG100748,2026-01-17 17:49:19,user_16,10.0.1.3,FILE_ACCESS,FAILED,2185,0
LOG100749,2026-01-17 22:53:38,svc_deploy,10.0.1.11,FILE_ACCESS,SUCCESS,3306,0
LOG100750,2026-01-18 00:28:50,user_3,10.0.1.11,LOGOUT,SUCCESS,1303,0
LOG100751,2026-01-18 02:39:55,user_14,10.0.1.7,CONFIG_CHANGE,SUCCESS,3194,1
LOG100752,2026-01-18 03:39:54,user_15,10.0.1.18,PRIVILEGE_CHANGE,SUCCESS,2056,1
LOG100753,2026-01-18 05:01:15,user_9,10.0.1.20,FILE_ACCESS,SUCCESS,3070,0
LOG100754,2026-01-18 06:30:39,user_15,10.0.1.3,LOGOUT,SUCCESS,2837,0
LOG100755,2026-01-18 07:25:40,user_26,10.0.1.3,LOGOUT,SUCCESS,1953,0
LOG100756,2026-01-18 07:43:33,user_7,10.0.1.4,API_CALL,SUCCESS,1554,0
LOG100757,2026-01-18 08:05:13,user_4,10.0.1.8,DB_QUERY,SUCCESS,257,0
LOG100758,2026-01-18 08:17:51,svc_backup,10.0.1.6,DB_QUERY,SUCCESS,1753,0
LOG100759,2026-01-18 09:14:05,user_27,10.0.1.21,FILE_WRITE,SUCCESS,1038,0
LOG100760,2026-01-18 09:46:30,user_38,10.0.1.10,PRIVILEGE_CHANGE,SUCCESS,3295,0
LOG100761,2026-01-18 09:47:48,svc_backup,10.0.1.9,FILE_ACCESS,SUCCESS,686,0
LOG100762,2026-01-18 10:11:51,user_5,10.0.1.10,LOGIN,SUCCESS,2599,0
LOG100763,2026-01-18 10:23:13,user_36,10.0.1.8,DB_QUERY,SUCCESS,2711,0
LOG100764,2026-01-18 10:26:48,user_12,10.0.1.4,FILE_ACCESS,SUCCESS,3361,0
LOG100765,2026-01-18 10:27:58,user_11,10.0.1.22,API_CALL,FAILED,1863,0
LOG100766,2026-01-18 10:52:29,svc_deploy,10.0.1.27,PRIVILEGE_CHANGE,FAILED,1645,0
LOG100767,2026-01-18 10:56:47,user_36,10.0.1.29,DB_QUERY,FAILED,1261,0
LOG100768,2026-01-18 11:15:50,user_4,10.0.1.10,LOGOUT,SUCCESS,1531,0
LOG100769,2026-01-18 11:25:26,user_8,10.0.1.8,LOGOUT,SUCCESS,233,0
LOG100770,2026-01-18 11:54:45,user_24,10.0.1.12,API_CALL,SUCCESS,2664,0
LOG100771,2026-01-18 11:56:06,user_38,10.0.1.26,LOGIN,SUCCESS,1606,0
LOG100772,2026-01-18 12:07:59,user_25,10.0.1.26,PRIVILEGE_CHANGE,SUCCESS,2893,0
LOG100773,2026-01-18 12:40:32,user_19,10.0.1.26,LOGIN,SUCCESS,1915,0
LOG100774,2026-01-18 12:46:00,user_27,10.0.1.20,FILE_ACCESS,SUCCESS,2537,0
LOG100775,2026-01-18 13:15:10,user_20,10.0.1.3,PRIVILEGE_CHANGE,SUCCESS,2413,0
LOG100776,2026-01-18 13:27:00,user_8,10.0.1.27,FILE_WRITE,SUCCESS,973,0
LOG100777,2026-01-18 13:32:13,user_34,10.0.1.14,FILE_WRITE,SUCCESS,1741,0
LOG100778,2026-01-18 13:36:44,user_16,10.0.1.29,FILE_ACCESS,SUCCESS,1242,0
LOG100779,2026-01-18 13:52:10,user_5,10.0.1.11,LOGIN,SUCCESS,1488,0
LOG100780,2026-01-18 13:57:11,user_22,10.0.1.6,FILE_WRITE,FAILED,1738,0
LOG100781,2026-01-18 14:08:36,user_10,10.0.1.18,DB_QUERY,SUCCESS,709,0
LOG100782,2026-01-18 14:13:12,user_7,10.0.1.13,CONFIG_CHANGE,SUCCESS,1830,0
LOG100783,2026-01-18 14:27:13,user_8,10.0.1.13,FILE_ACCESS,SUCCESS,2259,0
LOG100784,2026-01-18 14:29:16,svc_monitor,10.0.1.22,FILE_ACCESS,SUCCESS,529,0
LOG100785,2026-01-18 14:40:11,user_15,10.0.1.4,LOGIN,SUCCESS,2649,0
LOG100786,2026-01-18 14:58:12,user_3,10.0.1.19,LOGIN,SUCCESS,2377,0
LOG100787,2026-01-18 16:17:56,user_39,10.0.1.7,DB_QUERY,SUCCESS,2137,0
LOG100788,2026-01-18 16:22:11,user_30,10.0.1.17,API_CALL,SUCCESS,613,0
LOG100789,2026-01-18 16:24:53,user_33,10.0.1.27,API_CALL,SUCCESS,2379,0
LOG100790,2026-01-18 16:39:48,user_12,10.0.1.5,LOGIN,SUCCESS,2246,0
LOG100791,2026-01-18 17:38:39,user_18,10.0.1.18,DB_QUERY,FAILED,1972,0
LOG100792,2026-01-18 17:46:58,user_7,10.0.1.20,DB_QUERY,SUCCESS,2447,0
LOG100793,2026-01-18 17:56:00,user_21,10.0.1.25,FILE_ACCESS,SUCCESS,1499,0
LOG100794,2026-01-18 19:05:38,user_10,10.0.1.6,LOGOUT,SUCCESS,2545,0
LOG100795,2026-01-18 20:02:36,user_22,10.0.1.21,LOGIN,SUCCESS,2289,0
LOG100796,2026-01-18 20:11:43,user_38,10.0.1.25,CONFIG_CHANGE,SUCCESS,1685,0
LOG100797,2026-01-18 20:13:30,user_24,10.0.1.8,FILE_WRITE,FAILED,2272,0
LOG100798,2026-01-18 23:33:31,user_29,10.0.1.26,PRIVILEGE_CHANGE,SUCCESS,1630,1
LOG100799,2026-01-19 01:05:43,user_39,10.0.1.9,FILE_ACCESS,SUCCESS,39279,1
LOG100800,2026-01-19 02:45:40,user_30,10.0.1.8,FILE_ACCESS,SUCCESS,54495,1
LOG100801,2026-01-19 02:54:43,user_2,203.0.113.1,API_CALL,SUCCESS,2597,1
LOG100802,2026-01-19 03:27:22,user_4,10.0.1.21,CONFIG_CHANGE,SUCCESS,2605,1
